prod_solar-UPV,load_solar-UPV,prod_wind-onshore,load_wind-onshore,prod_ng,load_ng,prod_CCGT,load_CCGT,sLev,sCh,sDis,demand
2012.3117148419879,2012.3117148419879,33991.07034526848,12209.688285158012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14222.0
3469.212599763397,3469.212599763397,32983.40267678699,11252.787400236602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14722.0
3601.594609020472,3601.594609020472,33663.02429474859,11193.405390979528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14795.0
6268.404769818019,6268.404769818019,34515.386746241405,8326.595230181982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14595.0
8962.476190986079,8962.476190986079,34276.59259601594,5301.523809013921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14264.0
13424.412344676362,13424.412344676362,34778.420711400315,527.5876553236376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13952.0
7966.834918663949,7966.834918663949,37218.522599972035,5881.165081336051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13848.0
0.0,0.0,40180.28712912021,14700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14700.0
0.0,0.0,44460.90161593135,15917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15917.0
0.0,0.0,45180.01943366855,15718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15718.0
0.0,0.0,45498.09280690307,15179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15179.0
0.0,0.0,45447.449768729726,14600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14600.0
0.0,0.0,45590.31957281669,13814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13814.0
0.0,0.0,45199.3471734634,12791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12791.0
0.0,0.0,44553.40901530037,11766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11766.0
0.0,0.0,44172.09147441987,10814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10814.0
0.0,0.0,43456.55565560386,10240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10240.0
0.0,0.0,42934.87233247318,9930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9930.0
0.0,0.0,43235.92354596819,9807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9807.0
0.0,0.0,43027.91015560401,9844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9844.0
0.0,0.0,42887.80784752386,10129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10129.0
0.0,0.0,43021.16952098246,10698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10698.0
789.4053606608577,789.4053606608577,42680.19231786298,10545.594639339142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11335.0
6207.089708314585,6207.089708314585,40834.646454038186,6082.910291685415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12290.0
8550.931966897799,8550.931966897799,36015.91733159854,4572.068033102201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13123.0
22611.71960327441,13595.0,31949.631063615827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13595.0
28963.391964542112,13818.0,29519.162982953818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13818.0
28734.852568154252,13890.0,25891.972510923875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13890.0
23686.7632641341,13789.909895915154,23081.97511830449,0.0,0.0,0.0,0.0,0.0,81.52341152788085,95.90989591515395,0.0,13694.0
23985.919478351225,13509.0,20613.800820769833,0.0,0.0,0.0,0.0,0.0,81.52341152788085,0.0,0.0,13509.0
12275.755691128245,12275.755691128245,17074.63758812003,1343.2443088717555,0.0,0.0,0.0,0.0,81.52341152788085,0.0,0.0,13619.0
0.0,0.0,18042.877998269378,14930.0,0.0,0.0,0.0,0.0,81.52341152788085,0.0,0.0,14930.0
0.0,0.0,17720.679350645718,16477.0,0.0,0.0,0.0,0.0,81.52341152788085,0.0,0.0,16477.0
0.0,0.0,16694.084035098236,16694.084035098236,0.0,0.0,0.0,0.0,296.6448413613816,253.0840350982362,0.0,16441.0
0.0,0.0,15685.355158638618,15685.355158638618,0.0,0.0,0.0,0.0,0.0,0.0,296.6448413613816,15982.0
0.0,0.0,15977.006811987047,15325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15325.0
0.0,0.0,15294.10692892856,14230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14230.0
0.0,0.0,15524.658960713361,12976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12976.0
0.0,0.0,17029.979588090147,11744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11744.0
0.0,0.0,20310.48565496881,10987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10987.0
